Provincia;Localidad;Codigo_postal;Direccion;Margen;Toma_de_datos;Precio;Rotulo;Tipo_venta;Rem;Horario;Tipo_servicio;Fecha_extraccion
SANTA CRUZ DE TENERIFE;EL TANQUE        ;38435;CARRETERA TF82 KM 8;I;31 07 2020 1756;0,889;REPSOL;P;dm;LD 06002100;LD 06002100  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SAN JUAN DE LA RAMBLA  ;38420;CARRETERA TF5 KM 46 3;I;01 08 2020 0000;0,889;REPSOL;P;OM;LV 06002100 SD 08002100;LV 06002100  A  SD 08002100  A ;01 08 2020
SANTA CRUZ DE TENERIFE;CISNERA;38589;CARRETERA GENERAL DEL SUR KM 62;D;29 07 2020 1153;0,889;REPSOL;P;dm;L 06302200;L 06302200  A ;01 08 2020
PALMAS LAS ;CRUCE DE ARINAGA     ;35118;CALLE ANSITE 33;I;27 07 2020 0024;0,889;CANARY OIL;P;dm;L 06302200;L 06302200  P ;01 08 2020
SANTA CRUZ DE TENERIFE;PUERTO DE LA CRUZ    ;38400;CALLE VALOIS km SN;N;28 07 2020 0000;0,889;DISA;P;dm;LV 07002030 SD 08001400;;01 08 2020
SANTA CRUZ DE TENERIFE;SILOS LOS;38470;CALLE FELIX BENITEZ DE LUGO SN LOS MORALITOS GENERAL TF142 KM 11  28;N;29 07 2020 1545;0,892;DISA LOS SILOS;P;OM;LD 06002200;LS 06002200  P  D 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ICOD DE LOS VINOS    ;38430;AVENIDA PRINCIPES DE ESPANA 40;N;29 07 2020 1545;0,892;DISA ICOD DE LOS VINOS;P;OM;LD 24H;LD 00000600  A   06002200  P   22002359  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ICOD DE LOS VINOS    ;38430;CALLE FRANCISCO MIRANDA 1;N;29 07 2020 1545;0,892;SHELL ICOD DE LOS VINOS;P;OM;LD 06002200;LD 06002200  P ;01 08 2020
SANTA CRUZ DE TENERIFE;ICOD DE LOS VINOS    ;38430;CARRETERA GENERAL C820 KM 52 7;N;31 07 2020 1120;0,892;CEPSA ICOD DE LOS VINOS;P;dm;LV 05302130 SD 06002100;LV 05302130  P  SD 06002100  P ;01 08 2020
SANTA CRUZ DE TENERIFE;REALEJOS LOS      ;38419;CARRETERA CARRETERA DEL NORTE KM 43 60;D;27 07 2020 1508;0,892;ESTACION DE SERVICIOS EL MIRADOR;P;dm;LD 24H;LD 24H  P ;01 08 2020
SANTA CRUZ DE TENERIFE;GARACHICO        ;38450;CR ICODBUENAVISTA KM 8 9;I;27 07 2020 2243;0,893;E S CEPSA LA CALETA;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38009;CALLE FILIPINAS 9;N;24 07 2020 1026;0,894;CEPSA;P;dm;LV 06301900;LV 06301900  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTIAGO DEL TEIDE    ;38690;CARRETERA GENERAL DEL SUR KM 84 950;I;27 07 2020 2139;0,894;CEPSA;P;dm;LS 06002200 D 7002130;LS 06002200  A  D 7002130  A ;01 08 2020
SANTA CRUZ DE TENERIFE;GUIMAR          ;38500;POLIGONO INDUSTRIAL VALLE DE GUIMAR MZ 13 PC 10 SN;N;27 07 2020 1024;0,894;OCEANO;P;dm;LV 06002200 S 07002200 D 08002100;LV 06002200  A  S 07002200  A  D 08002100  A ;01 08 2020
SANTA CRUZ DE TENERIFE;TEGUESTE CENTRO     ;38280;CARRETERA TF13 LA LAGUNA BAJAMAR KM 6;I;27 07 2020 1200;0,895;TGAS TEGUESTE;P;dm;LD 06002300;LD 06002300  P ;01 08 2020
SANTA CRUZ DE TENERIFE;GUANCHA LA       ;38440;CARRETERA TF5 SANTA CRUZ ICOD KM 49;D;27 07 2020 1200;0,897;TGAS SANTA CATALINA;P;dm;LD 24H;LV 00000500  A   05002200  P   22002359  A  SD 00000600  A   06002200  P   22002359  A ;01 08 2020
CEUTA;CEUTA          ;51002;AVENIDA TENIENTE GRAL MUSLERA SN;D;30 07 2020 1153;0,899;ON365;P;dm;LD 06002359;LD 06002359  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SOCORRO EL       ;38292;CARRETERA TF 154 DELPORTEZUELO ALS TODCAS KM 1;N;28 07 2020 0956;0,899;DISA EL SOCORRO;P;dm;LS 06302200;LS 06302200  P ;01 08 2020
SANTA CRUZ DE TENERIFE;TACORONTE        ;38350;AUTOPISTA NORTE TF5 KM 16;I;29 07 2020 1400;0,899;CEPSA EL PENON;P;dm;LD 24H;LD 00000559  A   05592200  P   22002359  A ;01 08 2020
PALMAS LAS ;PALMAS DE GRAN CANARIA LAS ;35013;CALLE LUIS CORREA MEDINA 19;N;31 07 2020 1210;0,899;E S AQUI SI DISA MILLER BAJO;A;dm;LD 24H;LD 00000600  A   06002200  P   22002359  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ARAFO          ;38550;CARRETERA CARRETERA GENERAL KM ;D;27 07 2020 1629;0,899;ESTACION DE SERVICIO LA HIDALGA;P;dm;LS 06002200 D 07002100;LS 06002200  A  D 07002100  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38160;POLIGONO EL MAYORAZGO SN;D;28 07 2020 1526;0,899;CEPSA;P;dm;LV 05001400;LV 05001400  A ;01 08 2020
CEUTA;CEUTA          ;51001;MUELLE ALFAU SN;D;30 07 2020 1154;0,899;ON365;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;AGUIMES;35117;CALLE GARLOPA 41;D;27 07 2020 1026;0,899;OCEANO;P;dm;LV 07002200 S 08002100 D 08001500;LV 07002200  A  S 08002100  A  D 08001500  A ;01 08 2020
PALMAS LAS ;PLAYA BLANCA       ;35570;CALLE BERRUGO EL 2;D;28 07 2020 1333;0,900;MARINA RUBICONDISA RED;P;dm;LD 08002200;LD 08002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;BUENAVISTA DEL NORTE   ;38480;AVENIDA JUAN MENDEZ EL VIEJO SN;N;21 07 2020 1134;0,901;DISA;P;dm;LS 06002300 D 07001000;LS 06002300  A  D 07001000  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38009;CARRETERA DEL ROSARIO C822 KM 2;N;29 07 2020 1545;0,902;DISA TIO PINO;P;OM;LD 06002200;LD 06002200  P ;01 08 2020
SANTA CRUZ DE TENERIFE;GUIA DE ISORA      ;38680;AVENIDA LA GAVIOTA 1;I;28 07 2020 0000;0,906;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;PUERTO DE LA CRUZ    ;38400;CARRETERA MARTIANEZ TF131 KM 2 4;N;29 07 2020 1545;0,908;SHELL EL AGUILA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;AEROPUERTO REINA SOFIA SANTA CRUZ DE TENERIFE ;38610;ACCESO ACCESO AEROPUERTO TENERIFE SUR 1;N;29 07 2020 1545;0,909;DISA AEROPUERTO TFS;P;OM;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;CUESTA LA        ;38206;CARRETERA SUR CUESTATACO KM 2;N;29 07 2020 1545;0,911;DISA OFRA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;CUESTA LA        ;38206;CALLE MILAGROSA LA LA CUESTA 2;D;29 07 2020 0121;0,911;DISA VISTABELLA;P;dm;LS 06002200 D 08002200;LS 06002200  A  D 08002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;TEJINA          ;38260;CALLE FELIPE CASTILLO 3;N;29 07 2020 1545;0,914;DISA TEJINA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;BAJAMAR         ;38250;AVENIDA BAJAMAR 103;I;29 07 2020 1545;0,914;DISA BAJAMAR;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38009;CARRETERA SANTA CRUZ LA LAGUNA KM 3 7;D;29 07 2020 1545;0,915;SHELL EL RAMONAL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38008;AVENIDA ANGEL ROMERO 17;D;25 07 2020 0940;0,915;CEPSA;P;dm;LS 07002000;LS 07002000  A ;01 08 2020
SANTA CRUZ DE TENERIFE;CALDERA LA       ;38660;CALLE DUBLIN 1;I;28 07 2020 0000;0,916;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
CEUTA;CEUTA          ;51002;AVENIDA CANONERO DATO 10;D;30 07 2020 0000;0,918;DISA PUERTO;P;OM;LD 06002359;LD 06002359  A ;01 08 2020
CEUTA;CEUTA          ;51001;AVENIDA MARTINEZ CATENA 6;N;30 07 2020 0000;0,918;SHELL CATENA;P;OM;LD 06000000;LD 06002359  A ;01 08 2020
CEUTA;CEUTA          ;51001;AVENIDA MUELLE DATO 8;D;30 07 2020 0000;0,918;SHELL MUELLE DATO;P;OM;LD 24H;LD 24H  A ;01 08 2020
CEUTA;CEUTA          ;51001;AVENIDA GONZALEZ TABLAS SN;D;29 07 2020 0000;0,919;CEPSA;P;OM;LV 07001500;LV 07001500  P ;01 08 2020
CEUTA;CEUTA          ;51001;AVENIDA MUELLE CANONERO DATO SN;D;29 07 2020 1202;0,919;CEPSA;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;AVENIDA JUAN DE BETHENCOURT 24;N;28 07 2020 0000;0,919;CEPSA PUERTO ROSARIO;P;OM;LS 06002200 D 07001700;;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;CALLE ALMIRANTE LALLERMAND 31;N;29 07 2020 1237;0,919;PCAN GASOLINERA GIL;P;dm;LD 24H;LS 00000700  D   07002200  A   22002359  D  D 00000700  D   07001430  A   14302359  D ;01 08 2020
PALMAS LAS ;CASTILLO EL       ;35610;CARRETERA PUERTO ROSARIO EL CASTILLO KM 8;I;29 07 2020 1545;0,919;DISA EL MATORRAL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;AUTOVIA PUERTO DEL ROSARIOCALETA DE FUSTE KM 3 5;D;29 07 2020 1545;0,919;DISA RIO CABRAS;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;CALLE ALFONSO XIII 65;N;29 07 2020 1545;0,919;DISA EL CHARCO;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;CALLE SECUNDINO ALONSO 26;D;29 07 2020 1545;0,919;DISA SECUNDINO ALONSO;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
CEUTA;CEUTA          ;51001;AVENIDA MUELLE CANONERO DATO 10;D;29 07 2020 0000;0,919;CEPSA;P;OM;LV 07002300 S 07001500;LV 07002300  P  S 07001500  P ;01 08 2020
SANTA CRUZ DE TENERIFE;SAN CRISTOBAL      ;38208;AVENIDA REPUBLICA ARGENTINA 86;D;27 07 2020 1245;0,919;BP E S LAS CANTERAS S L ;P;dm;LS 7002200;LS 7002200  A ;01 08 2020
CEUTA;CEUTA          ;51001;AVENIDA MARTINEZ CATENA SNFRENTE PLAYA DEL CHORRILLO S N;D;29 07 2020 0000;0,919;CEPSA;P;OM;LD 07002300;LD 07002300  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35610;CARRETERA AEROPUERTO KM SN;D;28 07 2020 0000;0,919;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38010;CALLE PEDRO DE VALDIVIA 9;N;29 07 2020 1545;0,922;DISA LAS DELICIAS;P;OM;LD 07002200;LD 07002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;PUERTO DE LA CRUZ    ;38400;CARRETERA LAVERA LA MONTANA KM 1;N;28 07 2020 0000;0,925;DISA;P;dm;LS 06002200 D 08002200;;01 08 2020
SANTA CRUZ DE TENERIFE;GUIMAR          ;38500;AVENIDA OBISPO PEREZ CACERES 45;I;28 07 2020 0113;0,929;CEPSA;P;dm;LS 05002200 D 05001300;LS 05002200  A  D 05001300  A ;01 08 2020
PALMAS LAS ;CALETA DE FUSTE;35610;CR FV2 P K 11 M D  PUERTO DEL;D;01 08 2020 0000;0,929;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;GUIMAR          ;38500;CARRETERA TF61 KM 2 800;D;30 07 2020 1437;0,929;DISA PUERTITO;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;GUIMAR          ;38500;AVENIDA SANTA CRUZ 53;N;29 07 2020 1545;0,929;DISA GUIMAR;P;OM;LS 06002200 D 07002100;LS 06000800  A   08001300  P   13001600  A   16001900  P   19002200  A  D 07000800  A   08001300  P   13001600  A   16001900  P   19002100  A ;01 08 2020
SANTA CRUZ DE TENERIFE;GUIMAR          ;38500;CALLE RIGOBERTO DIAZ MELERO SN;I;30 07 2020 1434;0,929;SHELL GUIMAR;P;dm;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ARONA;38627;CARRETERA DE LAS GALLETAS KM 91;D;27 07 2020 1537;0,929;BP TEN BEL;P;dm;LS 06002130 D 07001300;LS 06002130  A  D 07001300  A ;01 08 2020
SANTA CRUZ DE TENERIFE;FANABE          ;38660;General C822 km 110 14;N;29 07 2020 1545;0,931;DISA FANABE;P;OM;LD 24H;LV 00001000  A   10001800  P   18002359  A  SD 24H  A ;01 08 2020
PALMAS LAS ;AGUIMES;35118;AUTOPISTA GC1 KM 24 350;D;31 07 2020 1530;0,934;DISA AUT ARINAGA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;CRISTIANOS LOS      ;38650;CALLE BULEVAR CHAJOFE 2;N;27 07 2020 1324;0,935;BP;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;CRISTIANOS LOS      ;38650;CALLE GENERAL FRANCO 1;N;29 07 2020 1545;0,935;DISA LOS CRISTIANOS;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;BARRANCO HONDO      ;38510;CARRETERA TF28 GENERAL DEL SUR KM 9 9;I;29 07 2020 1112;0,937;PCAN;P;dm;LV 06002200 S 07002230;LV 06002200  A  S 07002230  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ADEJE          ;38670;PG IND BARRANCO LAS TORRES P7S9 SN;N;27 07 2020 1203;0,937;BP LA ATALAYA;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ADEJE          ;38670;AVENIDA AYYO 32;N;27 07 2020 1023;0,937;SHELL;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ADEJE          ;38670;CALLE CHARFA 28;N;27 07 2020 1354;0,937;BP SAN SEBASTIAN;P;dm;LD 06000000;LD 06000000  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ADEJE          ;38670;AVENIDA AYYO DE EN ADEJE 22;D;27 07 2020 1557;0,937;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ADEJE;38678;TF6237 MD PK km 4 8;N;21 07 2020 1826;0,939;REPSOL FUMERGAS;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ARAFO          ;38550;ACCESO CARRETERA A LA HIDALGA SN;I;29 07 2020 0944;0,939;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;CR FV1 2;D;01 08 2020 0000;0,939;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ARMENIME         ;38678;CARRETERA TF47 KM 2 7;I;01 08 2020 0000;0,939;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;PUERTO DE LA CRUZ    ;38400;CR DEL BOTANICO km 6;D;27 07 2020 1508;0,939;BP;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;LA LAGUNA;38108;CR TF411 KM 2 45;N;27 07 2020 1223;0,939;BP TACO NORTE;P;dm;LV 06002100 S 09001400;LV 06002100  A  S 09001400  A ;01 08 2020
SANTA CRUZ DE TENERIFE;PLAYA DE LAS AMERICAS ARONA ;38660;CALLE AVENIDA DE LOS PUEBLOS 6;N;01 08 2020 0650;0,939;BP LAS AMERICAS;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38005;AVENIDA TRES DE MAYO 85;N;29 07 2020 1128;0,939; BP AVENIDA 3 DE MAYO;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38007;AVENIDA DE CANARIAS 97;N;27 07 2020 1507;0,939;BP CRUZ DEL SENOR;P;dm;LS 06002200 D 07002100;LS 06002200  A  D 07002100  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38108;CARRETERA GENERAL DEL SUR KM 6 9;N;29 07 2020 1127;0,939; BP TACO;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;TEJINA          ;38260;CARRETERA TEJINA BAJAMAR KM 9 5;N;31 07 2020 0956;0,939;BP TEJINA;P;dm;LV 06002200 SD 07002200;LV 06002200  A  SD 07002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38007;AVENIDA VENEZUELA SN;N;29 07 2020 1545;0,939;DISA ARACAYU;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
PALMAS LAS ;AGUIMES         ;35260;CALLE ANSITE 100;N;27 07 2020 1254;0,939;CEPSA OPER CANARIOS S L ;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;HIDALGA LA       ;38550;CARRETERA ARAFO LA HIDALGA TF413 KM 1;D;27 07 2020 1601;0,939;REPSOL;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ARONA;38627;CARRETERA CTRA GRAL GUAZA TF66 KM 79;N;27 07 2020 1211;0,939;BP GUAZA;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;AGUIMES;35118;AVENIDA POLIZON 124;I;31 07 2020 1530;0,939;SHELL ARINAGA;P;OM;LD 06002300;LD 06002300  A ;01 08 2020
PALMAS LAS ;AGUIMES;35118;CALLE HIEDRA 3;N;27 07 2020 1159;0,939;CEPSA;P;dm;LD 06002130;LD 06002130  P ;01 08 2020
SANTA CRUZ DE TENERIFE;OROTAVA LA       ;38300;CARRETERA C 820 KM 35 5 MARGUEN I KM 35 5;I;28 07 2020 0000;0,939;DISA;P;dm;LV 06002200 S 07002200 D 08001400;;01 08 2020
SANTA CRUZ DE TENERIFE;CABO BLANCO       ;38626;CARRETERA GENERAL VALLE SAN LORENZOGUAZA 380 KM 380;D;30 07 2020 0122;0,939;BP CABO BLANCO;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SAN MIGUEL        ;38620;AUTOPISTA AUTOPISTA DEL SUR KM 64 9;D;27 07 2020 1403;0,939;BP OROTIANDA;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;POLIGONO RESIDENCIAL DE ARINAGA;35118;CALLE CANAL DERECHA SN;D;01 08 2020 0000;0,939;REPSOL;P;OM;LV 05002100;LV 05002100  A ;01 08 2020
SANTA CRUZ DE TENERIFE;AEROPUERTO REINA SOFIA SANTA CRUZ DE TENERIFE ;38610;CARRETERA ATOGO KM 0 5;D;30 07 2020 0923;0,939;BP;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;SAN JERONIMO       ;38312;CARRETERA INSULAR TF 333 KM 0 300;D;27 07 2020 1203;0,939;BP;P;dm;LD 06302330;LD 06302330  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ARAFO          ;38550;PLAZA IND VALLE GUIMAR MANZ SN;D;01 08 2020 0000;0,939;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ARAFO          ;38550;POLIGONO PLAN PARCIAL EL CARRETON EN HIDALGA LA SN;D;27 07 2020 1403;0,939;BP;P;dm;LD 24H;LD 24H  A ;01 08 2020
SANTA CRUZ DE TENERIFE;PLAYA DE LAS AMERICAS  ;38660;AVENIDA SIAM EN COSTA ADEJE 6;D;27 07 2020 1355;0,939;BP SIAM MALL;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;AGUIMES;35118;CALLE GRANADOS 50 50;D;01 08 2020 0000;0,939;REPSOL;P;OM;LV 06002200 SD 09001700;LV 06002200  P  SD 09001700  P ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;CALLE GUELDERA SN;D;27 07 2020 1003;0,939;CEPSA;P;dm;LD 06002300;LD 06002300  A ;01 08 2020
SANTA CRUZ DE TENERIFE;CANDELARIA        ;38530;CALLE LAS BICHAS SN;N;29 07 2020 1545;0,946;DISA CANDELARIA;P;OM;LD 06002200;LD 06002200  P ;01 08 2020
SANTA CRUZ DE TENERIFE;CALETILLAS LAS     ;38530;AVENIDA AVDA MARITIMA 198;N;29 07 2020 1545;0,946;DISA LAS CALETILLAS;P;OM;LS 06002300 D 08002200;LS 06002300  A  D 08002200  A ;01 08 2020
PALMAS LAS ;AGUIMES;35117;CALLE ALMENDRO 29;N;29 07 2020 1545;0,948;DISA BALOS;P;OM;LD 06002200;LV 06001000  A   10001800  P   18002200  A  SD 06002200  A ;01 08 2020
SANTA CRUZ DE TENERIFE;CALETILLAS LAS     ;38530;CR ACCESO A CALETILLAS 14 1;N;27 07 2020 1215;0,949;TGAS;P;dm;LJ 06002300 VS 06000000 D 06002300;LJ 06002300  P  VS 06002359  P  D 06002300  P ;01 08 2020
PALMAS LAS ;CORRALEJO        ;35660;AVENIDA NUESTRA SENORA DEL CARMEN 25;N;31 07 2020 1530;0,949;DISA CORRALEJO;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
PALMAS LAS ;CORRALEJO        ;35660;CALLE JOSE SEGURA TORRES SN 2;D;31 07 2020 1530;0,949;SHELL CORRALEJO;P;OM;LV 07002100 S 07001400;LV 07002100  A  S 07001400  A ;01 08 2020
SANTA CRUZ DE TENERIFE;ADEJE;38678;CARRETERA GENERAL ADEJE A PLAYA SAN JUAN KM 2 5;N;27 07 2020 0121;0,949;BP MAXO ARMENIME;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;CARRETERA LA OLIVA KM 2 7;I;27 07 2020 1145;0,949;DISA;P;dm;LD 07002200;LD 07002200  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;CARRETERA LA OLIVA KM 2 7;D;27 07 2020 1145;0,949;DISA;P;dm;LD 07002200;LD 07002200  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;CALLE PROFESOR JUAN TADEO CABRERA 20;N;27 07 2020 1145;0,949;MERCASOSA;P;dm;LD 07002200;LD 07002200  A ;01 08 2020
PALMAS LAS ;OLIVA LA        ;35640;CALLE LLANOS DE LOS BURROS SN;I;31 07 2020 1530;0,949;DISA LA OLIVA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
BADAJOZ;BADAJOZ         ;06008;CTRA NV KM km 395 7;N;27 07 2020 1411;0,951;SARAS;P;dm;LS 07002200 D 08002200;LS 07002200  A  D 08002200  A ;01 08 2020
PALMAS LAS ;SANTA LUCIA       ;35110;AVENIDA DEL ATLANTICO SN;D;30 07 2020 1500;0,951;SHELL SANTA LUCIA;P;OM;LD 24H;LD 00000600  A   06002200  P   22002359  A ;01 08 2020
PALMAS LAS ;CARRIZAL         ;35240;CALLE ISORA 2 ESQUINA LOS MOCANES 10 2;D;28 07 2020 1059;0,952;SANTANA DOMINGUEZ S L ;P;dm;LV 06002300 SD 06000000;LV 06002300  P  SD 06002359  P ;01 08 2020
PALMAS LAS ;AGUIMES;35118;CALLE LOS CACTUS 15;D;28 07 2020 1101;0,952;SANTANA DOMINGUEZ;P;dm;LV 06002300 S 06000000 D 07002200;LV 06002300  P  S 06002359  P  D 07002200  P ;01 08 2020
SANTA CRUZ DE TENERIFE;SANTA CRUZ DE TENERIFE  ;38108;VIA INTERIOR DEL PUERTO SN;D;01 08 2020 0000;0,955;REPSOL;P;OM;LD 07002100;LD 07002100  A ;01 08 2020
PALMAS LAS ;SAN BARTOLOME      ;35550;GC740 a Tinajo km 7 7;N;27 07 2020 1324;0,958;DISA;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;SANTA LUCIA       ;35110;CALLE CASA SANTA 23;N;31 07 2020 1530;0,959;DISA POZO IZQUIERDO;P;OM;LD 24H;LS 00001000  A   10001800  P   18002359  A  D 24H  A ;01 08 2020
PALMAS LAS ;SAN BARTOLOME TIRAJANA;35107;CARRETERA C812 KM 42;D;28 07 2020 0000;0,959;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
PALMAS LAS ;PUERTO DEL ROSARIO    ;35600;CALLE CASILLAS DEL ANGEL 132;D;01 08 2020 0000;0,959;REPSOL;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
PALMAS LAS ;VECINDARIO        ;35110;AVENIDA DEL ATLANTICO SN;D;01 08 2020 0000;0,959;REPSOL;P;OM;LD 24H;LV 00000900  A   09001400  P   14001600  A   16001900  P   19002359  A  SD 24H  A ;01 08 2020
PALMAS LAS ;CASA PASTORES      ;35110;AVENIDA DE CANARIAS 360;I;01 08 2020 0000;0,959;REPSOL;P;OM;LV 07001500;LV 07001500  A ;01 08 2020
PALMAS LAS ;CRUCE DE ARINAGA     ;35118;CALLE FRESADORA SN;D;31 07 2020 0901;0,959;BP KM 13 CRUCE ARINAGA;P;dm;LS 06002300 D 07002300;LS 06002300  A  D 07002300  A ;01 08 2020
PALMAS LAS ;SANTA LUCIA       ;35280;AVENIDA DE CANARIAS 197;D;27 07 2020 1130;0,962;SHELL ;P;dm;LD 24H;LD 00000600  A   06002200  P   22002359  A ;01 08 2020
PALMAS LAS ;TELDE          ;35200;AUTOVIA GC1 AEROPUERTO DE GRAN CANARIA  KM 16;D;28 07 2020 0000;0,963;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
PALMAS LAS ;TELDE;35219;AUTOVIA GC1 KM 17;D;28 07 2020 0000;0,964;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
SALAMANCA;CARBAJOSA DE LA SAGRADA;37900;AVDA E LECLERC  N 2 C C E LECLERC ;N;01 08 2020 0740;0,968;E LECLERC;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;MASPALOMAS        ;35100;CARRETERA C812 KM 56 8;D;29 07 2020 1624;0,969;CEPSA MASPALOMAS;P;dm;LD 24H;LD 24H  A ;01 08 2020
PALMAS LAS ;TELDE          ;35220;CALLE SHAKESPEARE 1;N;28 07 2020 0000;0,969;CEPSA;P;OM;LD 06002200;LD 06002200  A ;01 08 2020
